src_port,dst_port,payload_size,packet_count,duration_ms
56729,443,1579,3,269.1760176205882
64289,53,63,1,741.2077884327374
64795,443,1939,3,247.23799251146042
49817,443,1554,2,12.102645591378865
52444,443,887,3,75.13097895130966
60270,443,1568,4,12.126265670917302
52647,443,2017,4,346.4790124489795
51917,443,1531,3,89.15511064918633
63850,443,1737,4,123.00325806266675
58962,53,73,2,107.6213430578838
51463,53,39,1,48.33058452618955
56650,443,1426,4,34.654490338681704
50809,443,1392,4,107.6121109007653
60324,443,1595,4,345.9703985390347
50630,443,1667,4,286.3051070649348
60176,53,70,2,228.49065200469053
53361,443,1229,2,132.65509757793063
61953,443,782,5,402.73414546622837
59472,443,1131,4,432.7200150811688
55571,443,1697,2,683.345796455323
64699,443,1477,3,866.6418275858625
53463,80,766,2,306.02860520490265
57101,443,1527,4,60.385537332806386
63010,443,2226,4,154.25946146899827
60013,443,1637,3,111.91938487598665
62904,443,1668,4,1837.9112946829134
64707,53,68,3,113.12998871797721
55920,443,1672,3,989.8640514426315
59317,80,646,2,75.13735269358884
62196,443,1589,5,56.13894116886726
54312,443,1574,4,695.7581721208976
59270,443,1449,4,82.82567650749337
54832,443,1637,3,45.23954762130988
62400,443,2139,4,396.10957279536274
56934,443,1433,3,322.36676373527587
61994,443,1303,2,210.6629314304756
55461,443,1384,2,388.8491752650846
53296,443,1836,5,411.8314297158872
64525,443,1471,1,197.1263510609465
57346,443,1253,3,650.4399821650236
51668,80,1035,3,37.649239326055934
54205,443,1172,2,100.39363851182944
50584,443,1409,4,245.4756653799505
60712,443,943,4,1289.773063536363
58730,53,77,1,174.0014018937198
59924,80,611,3,1492.5549150367742
52949,53,64,1,115.82978822203587
55809,443,1875,1,1985.824409605189
65391,80,728,3,221.6056347481337
61034,443,1395,3,132.71142562350548
51431,443,2053,3,81.86674453854302
60331,53,59,2,69.36943414482849
61467,80,271,1,1097.0472604190174
53510,80,843,1,115.79522836706009
56275,443,1902,4,239.24197796870075
60738,443,1183,3,160.10713676524122
61424,80,732,2,564.7952645869485
61727,443,1555,4,226.09851646937994
51765,53,63,1,152.30981199855026
62261,443,1122,3,172.30553317374046
59914,443,1309,2,624.6614363510446
50040,53,55,1,107.89708529814115
65047,443,1737,4,528.5360578684076
51266,443,1992,3,199.94293482534513
65122,443,1707,2,15.698484700994056
64578,443,1434,3,991.7684252489129
59202,53,54,2,201.8210764132316
64960,53,70,2,437.41241297214043
63047,53,53,3,26.151684340442362
63710,443,2261,5,101.54951424609314
59530,443,1485,2,116.8028039261982
53112,53,61,2,176.625280324979
49751,443,1637,3,173.10755118212836
57778,443,1393,2,75.19795660696195
60687,80,502,2,47.69426160188359
58997,443,1593,3,589.7134559639215
53066,443,1551,3,187.64516125777467
49832,443,1268,3,103.13870819271281
64032,443,1845,1,348.75431883939234
60286,443,1709,6,174.40877988743927
64061,53,56,2,133.83513442605005
63894,53,95,2,1579.0993832828328
56539,443,1744,4,606.5171526925132
50310,443,933,2,87.93288491543832
63813,443,1397,4,494.80476305454033
53962,443,1466,2,153.38091922834232
64067,443,2321,5,74.9030644701316
60810,80,973,2,1179.7249718051871
57999,443,1832,3,411.923286860031
54863,443,2012,4,308.71584594105764
63381,53,52,1,577.2951609665288
61089,443,1138,3,56.74748202960927
54042,443,1514,3,41.28724884864035
63510,443,1349,1,132.15118181838753
56003,80,751,4,1421.6889293252736
53227,53,64,2,35.42925715233507
51716,443,1361,1,43.144433544958645
60969,443,1601,4,245.25476291146478
56688,443,1690,4,218.0170879968367
54587,22,591,3,160.389163023622
55003,443,1616,4,445.0178667538351
49282,80,824,3,167.33821042830562
59453,443,1458,5,48.36973530762301
60860,443,2030,4,160.02417623569133
55300,443,1094,3,108.4818529049399
56631,443,1710,5,322.88171511353397
64120,80,672,4,258.38801809511324
50790,443,1940,5,151.2019600410581
62457,443,1527,3,329.9196405431415
62032,443,1607,4,171.69629870193972
62276,443,1556,2,1045.1279735556702
56767,443,1590,6,987.8580104857529
62114,22,459,2,53.701980235009984
58543,443,1506,3,57.23523700470106
52794,443,1946,4,887.6318667469607
62734,443,1152,3,213.31819479271533
54475,22,515,4,174.20063435807256
60122,443,1927,4,147.35647614502668
65475,443,1156,4,266.3953177935548
51997,443,1766,3,203.5924630517008
54072,53,58,2,116.13193063941952
57886,443,1429,3,169.40614967982353
63233,443,1280,3,131.85849320526216
59837,443,1180,4,69.45482021683688
59419,443,1550,4,1857.2590297703182
49198,443,1928,3,228.0936348747399
59754,443,1304,2,176.39681217506185
55291,80,852,2,404.6601021820982
49397,443,1363,3,863.4133602898318
56824,443,1275,1,209.86443244849792
51942,443,1404,3,183.1945844822341
50628,53,59,1,233.2617256104743
61276,443,1340,3,103.58431755391115
53909,443,1478,4,396.09479073529997
54363,443,1294,3,151.94854499721586
62708,80,855,1,594.316633403514
58213,22,378,4,215.10610921592368
55525,443,1451,3,108.0370697033468
62826,443,1487,2,1576.2817190684768
61915,443,554,4,587.7394539842595
57473,443,1518,3,846.351034842612
62799,80,1041,3,343.4116624496815
50356,443,1775,4,459.1946344067243
61511,80,768,1,220.81884359940392
49880,80,753,3,46.88640237439364
61200,443,1093,2,92.17247502669672
50838,443,1683,3,120.29053406726624
55046,80,994,2,233.7626578294773
54641,53,51,1,99.45916055545509
51178,80,1040,4,279.5889908219914
62733,53,71,1,82.95653271580763
49973,80,564,2,1150.2831078786248
51158,80,794,1,160.06993486416354
50561,443,1806,4,129.7829744505287
64393,443,1164,4,1181.7679128916132
60073,443,1363,3,144.37037487833877
49357,443,1794,6,769.7166460886764
59897,443,1078,5,299.25926821422274
54673,443,929,1,267.856337941677
58571,443,796,4,398.7967527400244
59655,443,1687,4,144.62026963081098
63077,443,1818,4,125.20100594614092
51775,443,1187,2,265.791071824943
50111,443,1743,3,382.9770654984044
64308,443,794,4,488.32856323963057
52527,80,539,2,165.11943118300206
64936,443,1876,5,694.6268913489156
59900,443,1452,1,774.6507807262835
55910,443,1858,3,143.63915008063333
61099,443,1131,4,171.2106812866433
56330,443,1636,6,63.54428500332832
57503,443,1563,3,793.7731707960196
59724,443,995,3,255.36761868917617
50883,80,933,4,527.9720188534725
60246,443,1687,4,1366.3154148835326
65205,443,1759,3,291.8686777124793
53386,80,720,1,68.95945027904797
52347,443,1515,2,342.23911153077626
63429,443,1271,2,586.4804430037595
51244,22,485,1,241.60544529507865
50666,443,1100,3,441.0717651008374
60328,443,1335,4,505.926861685066
62073,443,1716,6,459.19592759163504
53460,80,813,3,461.5057178547121
57977,443,1989,3,343.0154743157818
57545,443,1208,5,63.696979211123804
63951,443,1648,3,533.1025847927357
53515,443,1263,2,230.66486457983257
55594,80,610,1,225.94047175715568
51613,443,2192,5,223.81628901418878
54815,443,1325,5,213.0102389432523
53580,443,1628,4,324.3102757801293
54162,443,1470,4,97.05260308772219
49766,443,1935,4,33.483005473694824
55111,443,1061,2,336.6667878450618
49183,22,323,3,85.66399664164439
61135,22,644,1,86.36888617376951
49703,443,1039,1,138.7498475345142
61943,80,717,1,174.88105328228443
64881,443,1838,4,777.1719419124175
58485,443,1644,5,2340.9651507753574
60520,443,1535,4,80.31857640659362
53296,443,2396,6,273.37053105849446
58680,443,862,1,259.53095002220186
50064,80,916,5,169.16783644806952
64504,443,1764,5,20.03627791881946
58138,443,1279,3,212.52780474525355
54755,443,1042,4,67.65327393384135
51818,443,1867,3,269.817296549886
49483,443,1094,2,170.0541560686963
59960,443,1349,4,314.11151871797824
61391,443,1333,3,527.9683956842916
50553,80,974,2,234.21930318633127
56724,53,74,1,418.5261492965184
52597,53,64,1,190.6438851992855
50041,443,1141,3,2374.389502328021
62626,80,1024,3,137.60322813929278
54476,443,1538,2,3097.3208079237716
60081,22,482,3,109.23430692969241
61765,443,1445,4,425.75090714076197
58120,443,1664,3,81.46731063248583
59315,80,750,3,482.70056037687
52765,443,1326,3,337.4411031609743
57803,443,1220,3,523.6562210615009
54736,443,1655,6,137.5295424133101
62493,80,844,1,137.47368226389042
59893,443,1688,5,283.0442987015304
60564,53,73,2,166.61659448779267
50463,80,617,2,122.30981199090995
53001,443,1444,1,297.404702053665
60558,53,57,1,200.89470205646646
55839,443,1153,2,190.90740596855127
51468,443,806,2,304.18108731465475
51936,80,841,4,225.3308878012423
49855,22,717,2,294.59571096222663
56216,53,66,2,118.22192758294821
49749,443,1748,3,195.09803954743472
50754,443,1435,3,311.1092704947818
50981,443,1503,4,152.78233681155382
52699,443,1173,2,377.1372235952962
58842,443,2082,4,98.84637965765235
64081,53,46,2,339.67222253834944
51715,22,596,2,130.09307348093432
51207,443,1715,5,652.0099935049462
52676,22,461,2,82.01280284734194
62285,53,80,2,1133.6679061688296
52537,443,1623,3,172.91889140563612
65197,80,852,3,384.5638392121894
64295,443,1485,2,296.40115346246597
62853,443,1850,3,34.80441684586283
53633,443,1131,2,156.59707456143897
57797,443,1866,3,345.18498414852047
49269,443,2050,3,196.89629781547126
64393,443,1292,4,322.4042134031421
64619,443,1773,3,194.93289233561174
61092,443,1728,4,166.68885275464112
51103,443,1274,4,41.36534363158547
63960,443,1495,3,515.655019411179
53323,443,1002,3,536.8457828796086
64778,443,1010,3,366.070884757757
53573,53,78,1,127.10823296733153
50570,443,1702,4,42.75406216058556
57650,443,2060,5,116.6410094992982
54706,443,1537,5,150.21627899120386
63502,443,789,1,823.9413590585555
57524,443,1201,2,1458.477555938882
52816,443,1257,3,447.5837933452117
60562,443,1337,3,248.16161184169192
52791,443,1239,4,79.9633341165778
61352,443,1461,2,535.3567650800449
61555,443,1616,4,334.6092491587259
49441,443,1403,2,30.78423838315172
53362,443,1483,4,177.8225419430845
63478,443,1547,2,592.6551972190606
62535,80,1089,3,145.6403383133407
64076,80,699,2,1510.0765771385534
64299,443,1402,3,154.25281212423155
51734,443,1974,4,228.44343791776427
58834,443,1108,4,37.84702655168639
53512,443,1880,4,144.79849649438293
51780,443,1437,3,258.68157499065154
55886,443,1757,3,218.48446723691438
52954,443,1540,3,155.6960281104832
56120,443,1734,4,69.26232844052282
65164,443,1626,2,593.3936661011445
58966,443,1382,3,305.57530569105813
63218,80,1007,2,77.0530510307231
54221,443,1158,3,694.9960154502695
60002,443,1931,5,317.48956736620914
63561,443,1355,2,704.6466397951315
57694,443,1523,3,120.59150675979033
64436,443,1490,2,219.99216100745073
56585,443,1574,2,153.02600358468968
56609,443,1616,3,39.85921489205612
55477,443,1523,5,266.79062169861743
60245,80,439,3,951.9820914597071
53768,443,1727,4,76.21518573538874
49273,443,1677,4,183.8197148280598
62118,443,1766,5,1268.2140518480146
58030,53,66,1,181.6038614583499
63540,443,1235,5,57.96448567818783
49755,443,1761,3,49.13778211300064
52984,80,769,4,957.1000996645885
57943,443,1228,3,90.09912152098919
55376,443,1596,1,128.59043057515916
63538,443,1404,5,119.98387443318367
49961,443,1690,3,278.9396047996891
51595,443,1025,2,662.5788847324211
64652,53,66,1,477.27442785337496
60853,443,1356,4,212.16364566409575
50261,443,1667,3,52.71021527990015
52398,443,1488,3,14.266719226960015
54067,443,1554,5,165.0487341633876
62369,53,62,2,145.74668009186468
57920,53,69,2,75.28497793848592
54530,443,1620,2,631.2773334749818
53260,443,1170,2,656.7498481721668
51366,443,1320,2,419.3296548203688
63627,443,1271,2,178.9521452759168
59777,443,1203,2,245.88780080415088
62012,443,1558,2,148.52055813683387
60256,22,322,4,82.43861059399698
55282,443,1592,4,220.5583562122592
58294,53,47,2,39.85130853634446
52327,443,1087,2,126.84901440376119
53418,443,1523,3,347.09420450244306
64803,443,1621,3,203.0681862094079
62997,443,1289,2,27.48369614098741
58256,443,1106,3,221.69012105662202
58359,443,1059,2,63.67388641555847
57421,443,1382,1,72.34385146998262
63063,80,877,1,184.96572959301346
62036,53,73,1,31.209502860304916
56778,443,1956,4,714.7953652883043
57377,22,492,2,1061.0242912450785
62563,53,67,1,22.8765493376184
61228,443,1235,2,286.25803800089386
59862,443,1347,4,1370.605574372051
60003,443,1364,3,55.98148808345687
50179,80,1018,5,121.70762083655777
63772,443,1914,5,83.98808931356949
60669,443,1433,3,50.904029858823705
56530,53,61,2,241.30874376395403
57488,443,865,2,68.5859281236288
59526,80,1006,2,425.8679256410599
62316,443,1214,3,185.81512337073076
54716,443,2087,3,147.81111515294356
50823,443,1551,4,1114.078992637143
54553,53,60,2,66.32979267285899
60324,22,494,1,84.18665804557277
58493,443,1370,3,35.4572167063637
49716,443,1533,3,76.36548187781685
59519,80,797,1,357.1728267997732
61580,53,45,1,2155.108463150926
54515,443,1200,4,87.30912304731882
57837,80,789,3,96.96606583422901
65058,443,1424,2,102.91322930900111
57709,53,51,1,92.73411156947847
51456,80,585,2,150.69006687698752
53540,443,1599,4,110.86824020195331
64456,22,762,2,131.8374417966766
50934,53,50,3,831.4648914467717
65203,443,1621,5,57.226212193113675
61476,443,1723,4,310.98768038855206
61901,443,1298,1,851.7389876581302
64952,443,835,1,477.0038484607092
61116,53,78,2,564.9097136156488
55292,443,1783,5,100.76350225326841
52966,443,1322,2,201.52673196435134
65471,80,912,3,74.39823182157603
57579,443,1726,3,444.9414532566081
51852,443,1235,2,165.6767539465551
63087,443,1930,4,178.87711652546275
59134,443,1127,4,24.8376457807217
61250,22,633,2,356.59881671647844
64675,443,1242,3,413.6892902612962
54411,22,531,1,1666.844440995905
61562,443,1606,4,1148.4207365516693
63917,443,1793,5,620.432211400702
59694,443,1956,4,332.5553737645123
64362,443,1978,4,484.1311164391501
56955,443,1492,3,46.26494250529563
58442,80,716,2,152.41966761176897
62473,443,1448,5,118.54794918710598
52478,443,1605,3,139.176217567701
61113,443,1175,4,457.7647019921952
63671,443,864,4,534.3269832815906
60185,443,1234,3,270.09516657136476
59242,80,876,2,432.6774570102138
60206,80,678,2,136.3974028434809
58505,53,47,3,192.59003224346606
49861,443,1575,3,30.21540520027216
60912,443,1256,2,101.29710705532432
57047,443,1507,5,339.3320186384858
61003,80,587,1,340.83174556312025
65342,443,1412,4,187.0629761043707
64652,443,1643,3,176.5219487823388
54829,443,900,3,476.1429982956117
62180,443,1643,4,489.7348499262121
61255,53,73,3,1443.7626737397964
64427,443,1274,4,169.01532588311898
50529,443,1636,4,494.89611405094416
50477,53,48,1,144.6730393399329
56024,443,1494,3,97.15127472604769
51872,443,1054,3,32.52687343654341
64368,443,1407,2,37.743038621329134
57968,53,41,2,232.15448326655337
49812,443,1231,3,280.57970013183217
52797,443,1613,4,274.580819575137
57260,443,1275,2,599.0050525034502
62111,443,1197,3,120.83018725797827
51395,22,433,1,188.83143134447548
64855,443,1533,3,273.2184372397475
53789,443,2146,5,149.07699938965197
52365,443,1346,2,812.1730944729383
53476,443,1423,4,245.91084830788742
63145,443,1115,5,268.2475379743533
49791,443,1450,3,104.67304061026086
60279,443,878,1,569.6601318483113
60064,53,69,1,158.0247799040964
62725,443,1398,5,330.64956671609076
63706,80,825,1,886.6009249374545
63723,80,820,2,963.2695594297925
49951,443,1409,3,70.32193903127673
56596,443,1072,3,359.00019998918805
52852,80,649,2,103.14071442922122
59209,443,1101,4,619.5282869390205
55726,53,80,1,105.73118516812714
55433,443,1293,4,124.06923259288345
58381,443,1077,3,541.0754810992603
49743,443,2246,4,296.03454508153123
59685,443,1596,3,28.94739101398337
52431,443,1786,5,861.8118839155344
60731,443,1746,3,385.9783009662623
64253,443,1444,4,232.55665151859554
57725,443,1008,2,340.3545396610121
57773,80,794,3,584.0928171962478
62729,53,47,3,331.32849482288276
51060,443,1459,4,186.8544063251251
56181,443,1263,3,253.9889072891576
56810,22,675,2,112.8942603786976
62373,443,1492,3,188.2011758376762
57051,443,1325,2,58.7945920513956
59456,53,72,3,662.0641847339227
49383,443,1522,3,176.47353068647797
56530,80,677,2,191.8491998368667
56101,443,1962,4,578.034919426267
65175,443,1570,4,224.91037845166161
59032,22,503,2,264.63771468898403
54117,443,1623,3,76.70557783188185
49356,53,67,3,373.3316555343191
63285,443,1242,2,364.9873497563997
56387,443,2305,3,336.91372528107587
64462,53,80,2,536.1140174527267
53302,80,714,3,56.63734164849311
63747,443,1618,3,990.9074992161245
57791,443,1240,3,187.797459067386
62284,22,372,2,116.10978275129767
51813,443,1921,3,127.85080358803137
50302,443,1364,4,193.56705970710468
60612,443,1767,3,1075.1781337024725
54548,443,1971,5,198.6200539514024
55144,443,1921,3,219.46068813452132
57585,53,69,2,28.345617744422654
50226,443,1616,3,342.31488770608894
63859,443,1753,7,44.80463061876573
51713,443,1656,6,75.47922950580102
54640,80,1086,3,58.24047101982488
58689,80,921,1,65.53006567503785
53687,443,1599,5,136.3012077832496
54540,443,1420,3,331.3317409670699
49678,443,980,4,82.16263252523426
54965,443,1018,3,56.38239157604276
51174,443,1555,4,203.3242145317894
52319,443,1689,2,1051.0717541076579
54599,443,1818,1,61.730995998041095
62683,22,721,3,177.05654558218404
60934,443,1893,2,118.5711522517191
61787,53,59,2,1463.9661655866691
54377,443,1450,3,156.59325442097193
55275,443,1772,3,60.05232612920582
61859,53,63,1,73.56709586247842
61301,80,1068,3,259.0828231690289
64114,443,1312,2,196.1994347824118
57190,22,599,3,64.88493249322569
54821,443,1059,3,198.8316037968545
57573,443,1101,3,172.72295831306164
53639,443,1830,3,167.76132780426153
59005,443,1413,3,87.40587363921331
60025,22,557,4,166.08797263399757
51500,443,1471,3,401.35160700161987
64230,22,470,3,40.76606098471279
63556,443,1514,2,1265.7390041511567
61040,443,1233,2,670.3681501369991
60594,53,65,2,283.4679663809747
56136,443,1353,5,126.4258566839024
59188,53,68,3,215.86778116197672
49712,443,1891,3,1763.3546168771757
59226,443,1851,4,1682.3510349437347
60109,443,1797,5,197.74618465191028
62546,53,57,3,606.9609544473068
53356,443,1797,2,246.79431857423626
57190,80,667,2,624.5423049313038
64270,443,1371,1,486.4501861892466
51318,80,826,2,2945.010487427697
51653,22,415,1,174.37776117373295
63729,443,1662,3,226.38261212025
52328,443,1734,2,332.63527395720007
49642,443,1301,3,140.2900350261541
56434,443,1411,2,139.86000596792348
53633,443,962,2,1358.6514625376715
64987,53,56,2,292.32524081247595
51767,443,1615,3,790.3042172200167
53093,443,1476,5,84.97618655650857
58949,443,1132,3,250.7958992737088
63836,443,1657,3,88.7830643690146
61829,443,1389,5,129.8007661520237
64649,80,537,2,305.54596738305753
64364,443,1363,2,262.7549179068045
62685,443,1394,3,122.23367374301701
62607,443,1632,3,204.53741306026387
62428,443,1952,2,339.31686619460066
58407,53,63,2,247.80153856265014
60543,53,60,2,1418.0509022169008
51682,443,1583,3,383.06208720554264
57635,443,1224,3,280.74250752307785
55702,53,78,1,106.39428394933675
56600,443,1332,3,64.61705823288668
53508,443,1524,4,60.69926604579963
54989,443,1401,3,923.8111543087987
49207,22,527,1,170.41910418949547
59375,443,785,2,68.91726422941048
60504,443,1589,4,78.40861507186051
61758,443,1061,4,709.1851341003268
64302,53,58,1,59.67057051820439
61408,443,1413,1,392.21221793053815
61123,443,1844,3,64.01025460870795
55874,80,410,2,605.4513428130035
64445,443,1173,3,618.9062514752509
57750,22,628,4,140.79898677704387
51291,443,1375,3,88.94177242893599
53349,443,1849,4,248.8812698795423
61185,443,1502,5,1506.079531310944
65418,443,1697,4,358.14509508879087
50212,443,1119,5,297.4085389341815
61297,443,1684,4,22.29431198850738
61380,443,1422,3,169.71513701599116
56316,443,1814,3,90.37351657589822
64633,443,861,3,558.9970214781667
61205,80,712,4,299.3711407705915
55733,53,78,1,69.94343313988361
57483,443,2016,2,10.677825242871318
51409,443,1647,3,252.65263370890642
52129,443,1259,4,290.53582518893575
59333,443,1732,2,724.6950909389653
64857,443,1076,4,36.529458895273564
55197,80,816,2,68.9918136291795
57420,443,1486,3,329.33667462106274
64258,53,68,1,866.5673417510333
53537,443,1169,2,1225.7912769611924
63337,443,1141,3,243.34308997686927
61302,443,1098,4,98.4674058709081
64386,443,2111,5,87.64020087871394
52721,443,1713,2,170.6664183200362
49991,80,486,4,111.99144292240932
49497,443,1452,3,215.56308219580038
61156,443,1143,3,187.9927766278292
64593,443,1994,3,105.45718752083314
54250,443,1351,6,2324.4700193302297
56850,443,1502,4,133.17018381784246
50508,443,1432,2,31.31063940735906
57554,22,309,1,71.27006596814836
52136,443,1027,3,651.4621843482711
60038,443,1623,2,37.311401290934796
57357,443,1654,4,366.1360166980673
59104,443,1125,1,144.0188659078229
64374,443,1872,4,38.24067054975749
61437,443,1979,3,216.44353302543652
52338,443,1556,4,38.657509938320494
63791,443,1280,3,171.1613543990549
61845,22,472,1,311.78816143622106
65086,443,975,3,466.0717744135847
54323,443,1541,6,594.9341370285888
61211,53,74,2,135.66421710242844
54408,443,1148,1,243.62413271800798
55302,443,1073,2,205.76766516532976
60273,443,1691,4,121.51420997343827
51125,443,872,2,203.2725835775592
54269,53,71,4,327.4488685884578
56717,443,1790,3,45.09052325532259
62806,443,1726,5,181.68647403772536
56738,443,1772,5,225.5589988441825
60654,80,641,1,108.50002240697414
56624,443,1533,2,37.312903963801595
60579,53,63,1,405.3655143268957
60074,443,1209,3,376.7701703943685
63473,443,1725,4,182.31198706246707
60936,443,1558,4,613.2655025364509
53798,443,1752,5,273.5674869352017
59234,443,1549,4,340.01797397722135
52233,443,1883,6,358.84633454774473
52679,443,1376,3,331.80108683577737
55844,443,1640,4,42.53934741396848
61143,80,1382,3,112.18525746148632
57584,443,1449,4,524.9957259713157
56029,443,1107,3,82.95661737538603
63316,443,1192,3,144.8577522282664
59680,443,1444,4,386.5671567082495
50931,443,1530,3,1313.8673384861409
52956,443,1181,3,40.24288569169156
54851,443,1220,4,288.19341550713943
59501,443,1539,4,314.30995835535884
53989,443,1458,3,215.37404708158334
61862,443,1789,5,1309.0615310532246
62633,80,811,3,74.458017589046
49715,80,921,3,497.0818370704038
49630,443,981,4,766.499002957973
61679,443,1439,4,251.78710478974313
55898,22,536,3,46.39848724456054
60292,443,1499,5,42.43044369266947
53282,443,1923,4,384.2306014324633
52054,443,1411,1,1436.6877621905517
64874,443,1603,4,528.0097742392276
57900,443,1843,5,182.25249085560426
61211,443,1026,2,1545.9590258974347
61213,443,1746,4,193.4671100637235
65196,80,1110,2,93.70658839030371
52895,22,379,4,222.63199531758139
62002,443,1492,4,50.02724069759593
62602,443,1440,3,148.79120787370226
58520,80,845,3,521.5576442239109
57045,443,1329,5,109.12353215734653
60917,443,1254,4,39.671135016293235
58496,443,1310,4,168.14098265013394
59188,443,1298,2,594.6434119315379
55110,443,1284,4,529.6685799298712
63172,443,1386,5,3238.4871477866586
52343,443,1465,4,288.39436082147574
64246,443,1606,4,427.7956846766239
64374,80,836,4,327.28014427146314
59154,80,1101,3,155.93847472767166
53508,80,436,3,236.38058258780305
62578,22,539,2,297.9368189211564
51516,443,1564,5,170.14035673404626
56404,443,913,4,86.68138713025162
50885,443,1555,1,142.84232735563003
63690,443,1404,3,310.8670533434311
62334,443,1458,4,137.53269899339978
63714,443,1977,4,28.68763434415199
64609,443,1365,3,204.48176079527218
56146,53,54,1,520.7719163290575
60123,53,52,1,157.44711672620437
63823,443,1300,4,175.05602559781133
59875,443,1657,3,1076.0736370411455
57454,443,1275,5,562.4305488705629
55298,80,810,1,343.1715222310268
63300,80,853,3,364.6861162848511
56076,443,2155,5,498.1301465784878
51637,443,1334,2,150.61795415081048
60673,80,416,2,177.3807954568548
64800,443,1495,3,12.274303395902095
57331,443,1710,3,283.3229501813629
51867,53,63,1,577.038459408266
63028,443,861,2,162.06283347712306
61904,443,1128,3,76.48191481921813
52046,80,878,1,210.13891784721977
49602,443,1590,3,1240.2569177332937
52203,443,965,2,88.75491351232154
51723,443,1349,4,29.306948257153625
58893,80,532,1,395.8039621145879
58306,443,1417,2,765.0275886908056
58500,53,74,3,215.43418312054538
53054,80,1254,4,549.4220149862765
64725,443,1344,2,690.3632807604728
49586,443,1740,4,211.3343780250356
60000,443,1462,2,25.10534291824156
59549,80,594,3,35.42334175765281
54450,22,420,2,335.28321002381875
63635,443,1356,3,71.48530101442041
55814,443,1702,3,57.34975999729425
64375,443,1487,1,597.9510756394717
64719,443,1672,6,109.17881389929423
58003,53,84,2,82.90622173477662
63719,443,1612,4,74.07150613027748
55165,443,1526,4,40.1500052696601
52465,53,79,3,98.3510438492185
49741,443,1667,3,584.2262186122845
51045,443,1339,3,558.9252433472739
57203,53,68,2,393.39313049869554
62095,443,1292,2,54.51829393547308
50789,443,1651,2,865.369224376063
53726,443,1550,2,582.2246574439681
57492,443,1640,4,334.2657928531667
61660,53,74,1,160.92349875493304
49844,443,1604,3,449.85763502130027
58074,443,1407,2,108.19059937047541
59577,443,1463,4,220.42636436324432
61303,80,858,4,93.61838120070061
49416,53,51,1,808.0393405603993
63584,443,1348,3,78.62687874057238
65253,443,1841,3,1309.376026287894
53287,80,847,4,1145.4231625501266
53446,443,1795,4,596.1343836058261
65437,443,1566,2,533.3135418038682
57262,443,1740,3,100.34697461559169
50207,443,2170,5,209.59849615941928
49863,80,996,2,917.9596493212133
56966,80,956,2,212.41390471109608
51751,443,1832,5,254.81609359988897
56100,443,1847,4,96.13718602862002
50295,80,441,1,87.88755120457684
51235,443,1759,2,105.76068250433944
57167,443,1544,3,636.6283123722142
57338,443,1861,4,82.05350225538011
52204,443,1396,2,355.31604124440224
64245,443,1709,3,226.64669763534107
60292,443,1676,5,2046.2407220895489
57796,80,800,3,308.36242966456166
62035,80,706,1,423.42504971849047
53583,53,58,2,281.3598614352686
52339,443,1936,4,80.89887189917907
51290,443,1476,3,260.97729354154126
53767,443,1827,3,471.1435082377158
53048,80,939,2,131.24704784493198
51879,53,72,2,729.9442005714959
59289,443,1657,2,605.463401108536
64739,80,466,3,327.0963082195625
51792,443,1346,4,161.76782457866648
56988,53,40,2,947.9582601449899
62774,443,1447,3,114.64768524181378
56403,443,1134,3,2401.2397817577703
59203,443,1395,2,120.37245250390963
54875,443,1443,3,223.47622071333154
61203,443,1702,4,113.25161668003331
50826,443,1811,3,1293.3319413296517
54025,80,1045,3,111.87444253668315
61535,443,1909,5,68.96313912600277
59180,443,1609,3,108.26252350118054
62767,443,1274,4,63.947273165597
62289,80,735,3,723.5226405631316
54471,443,1391,3,892.8822333830516
59976,443,1280,2,453.60455473238056
61615,22,347,1,128.87626544614784
49470,443,1778,4,1407.5289336099625
54374,80,913,3,129.00781726978855
54647,443,1152,3,242.85165288240793
53552,80,877,3,101.0402582278133
57065,443,1238,4,288.4645427859491
53596,443,1492,6,285.36028940997784
58625,443,1130,4,47.32534850254542
49953,443,1493,4,70.53352197539485
53746,443,1393,2,291.3203394749179
61399,443,1159,3,148.58637958799818
53874,443,1360,1,176.10385222319138
63915,443,1331,4,221.32855155573293
59839,443,1860,4,153.325296137817
49924,53,59,1,201.5844387671103
50116,80,1052,2,550.6295831085016
56572,443,1179,1,557.4967396766035
55753,80,1173,5,276.7953936303298
50783,443,1412,3,88.73280753246995
60907,443,1934,3,184.61220979425764
58316,53,59,1,1916.8278026492208
53351,53,70,2,77.37774043757828
64472,443,1244,4,297.83321960768586
49594,53,67,3,444.1641335983156
57439,53,69,2,28.59708899075888
65155,443,1492,6,62.010818219483106
58145,80,947,3,466.73272030723086
57431,80,673,2,45.545836142196606
57241,443,1399,4,105.53300871828198
55932,53,54,2,109.53443227149035
53113,443,1432,2,247.94172480803985
63721,80,1249,3,149.42597865766945
60279,443,1519,2,28.013683658384828
52846,80,897,1,226.4655221484822
55130,443,1149,5,627.7461775461769
56085,22,479,3,556.0146856963147
65052,80,459,2,279.10727372103986
49806,80,692,2,91.88943570605113
50039,443,1550,3,159.05496928785612
65165,443,1644,6,426.0280526582671
51738,443,1744,3,1070.4573151147874
58910,53,52,2,71.52132850229967
65067,80,882,3,816.8681663548216
49695,443,1257,1,72.80009450854647
54660,80,569,3,2972.346910592903
51077,443,1262,3,278.4356011306279
